theme	top_25_tweets
OilAndGasBoostEconomy	Going swimming or taking a shower shouldn’t make you sick. Georgia Power is willing to take that risk. Tell the state to make Georgia Power clean up its coal ash. #GACleanYourAsh. 
CallToActionAgainstOilAndGasIndustries	"We want YOU to #ShowUsYourKoozie this Memorial Day weekend! 📷 Whether you're grilling out, hitting the lake or just relaxing in the A/C, we want to see you using your oil and gas koozie. Here's what you need to do:

1. Take a photo of you & your koozie. Bonus points if it's an Alliance koozie!
2. Tag us in the post and use #ShowUsYourKoozie. 

That's it! Winners will take home a gift bag full of Petroleum Alliance swag."
GreenEnergyCapacity	Charlotte needs a bold climate leader. Tell Mayor Lyles to declare a climate emergency now!
OilAndGasSupportJobs	Moving can be a headache but updating your natural gas service doesn’t have to be. My Account makes it easier than ever to start, stop, or transfer service online - no hold music required. Learn more at socalgas.com/myaccount. 
BuildBackBetterActCampaign	"Today, we celebrate Constitution Day. It commemorates the formation and signing of the U.S. Constitution on September 17th, 1787.  

Our founding fathers realized first-hand what life was like under tyranny. It is the whole reason they came to this land. They wanted freedom.

Our constitution was created with the intention to protect the people from its government. It gives power to the individual and places limits on the government. It is unlike anything else in the world and is fundamental to preserving our values. 

It seems like many have forgotten that over the last last 20 years. Concepts like free speech are punished on college campuses. Freedom of the press is censored on social media. State and individual rights are encroached upon daily by federal agencies. And even this week, President Biden completely overstepped his power with vaccine mandates. 

We the People of the United States of America need to defend our freedom, our rights, and the constitution. Our children must learn about it in school. If they aren’t aware, they will naively give it away to those who seek to abuse their power.

For a citizen government to be successful, we all need to be engaged every day. It is essential to elect conservatives at all levels of local, state, and federal government. We must hold our elected leaders accountable.

Today, let’s celebrate those God-given freedoms we cherish. Let’s honor our founding fathers by protecting what they entrusted us with. It is not just a piece of paper. It is our values, our ideals, our way of life. It is America.

If we don’t, as Ronald Regan said, “our freedom is only one generation away from extinction.”

Idaho Young Republicans stands resolute in protecting our constitution. We ask you to join us at www.idahoyr.com/join.

God Bless Idaho and God Bless the United States of America!"
OilAndGasBoostEconomy	American-made power helps us maintain our energy independence. Like our page to show your support for nuclear power.
GreenEnergyCapacity	"We recently partnered with HyDeal LA, an effort to bring more affordable green #hydrogen to Los Angeles. This initiative aims to reduce the production cost of green hydrogen to $1.50/kg by the end of the decade (currently between $4-$7/kg). 

Learn more - https://www.canarymedia.com/articles/los-angeles-seeks-to-jump-start-a-green-hydrogen-market-in-the-u-s/. "
BuildBackBetterActCampaign	"Who holds the BOSS accountable? Care Workers do!

Care Workers created CCWU to advocate for industry wide improvements — AND WE’RE WINNING! These victories are just the beginning. Join the movement to make lasting change for this ESSENTIAL industry!

✅  $15/HOUR MINIMUM WAGE FOR DIRECT CARE WORKERS: This is a huge victory and an important step forward to securing the respect and dignity care workers in our community deserve.

✅  WHISTLEBLOWER PROTECTION PUBLIC HEALTH EMERGENCIES BILL: This bill ensured our autonomy as frontline workers and protected us as we evaluated bad actors in our industry that needed reform. This bill assured us that we were cared for too.

✅  THE HEALTHY FAMILIES AND WORKPLACES ACT: Because of the power of our collective voices, SB 20-205 a bill which guarantees paid sick leave for front line workers, passed!

✅  AN ACT TO STRENGTHEN & ENHANCE THE HOME CARE WORKFORCE: In 2019, care workers and allies helped pass SB 238, a bill that would raise wages for home care workers.

We know that these victories are only the beginning. Call the Care Worker Hotline: Let us know what's going on at your workplace and join the fight for lasting change!"
BuildBackBetterActCampaign	"Oil is used to make a whole lot more than gasoline. In fact, 55% of petroleum demand is non-gasoline. Check out IPRB's latest #DidYouKnow fact sheet to see a few examples and find out more about petroleum-based products at iprb.org: https://iprb.org/industry-facts/petroleum-products/

Fact Sheet Sources: International Energy Agency, United States Geological Survey, American Fuel & Petrochemical Manufacturers, Pennsylvania Independent Oil & Gas Association, Greenpeace, Hess et al. (American Journal of Public Health, 2011). "
GreenEnergyCreatesJobs	Five ways trees help to fight climate change.
BellbrookWokeRadicals	Pants on Fire: “By no means is this a clean power plant,” Cohan said. “It’s still a substantial contributor to air pollution and climate change.”. 
CleanEnergyPromotion	"🇺🇸  🇮🇱 Learn how to become a registered investor.

• Inspired by Scripture (Gen 49 & Deut 33)
Zion Oil & Gas, Inc. (OTCQX: ZNOG) envisions an Israel that is energy independent from onshore oil and gas finds that have been Biblically promised to Israel."
VirginiaConservatives	What a great day at the Ronkonkoma Street Fair this weekend! I enjoyed speaking with members of the community, listening to the live entertainment and visiting the local vendors and businesses. Thank you to the Ronkonkoma Chamber of Commerce for inviting me!
DemandClimateActionFromLeaders	Scientists say climate change has caused the Northeast to become the fastest-warming region in America.
VirginiaConservatives	The Bluewater Texas Terminal pipeline will be built safely, to high government standards for steel strength.
TellRepToNotRaiseOilGasTaxes	"First, DC liberals spent trillions of our dollars. Now, Americans are facing record inflation and are paying more for gas and groceries. Their plan now: Nancy Pelosi and her liberal allies are pushing for new tax hikes and another socialist healthcare plan.
 
Click below and sign up to tell Peter DeFazio enough is enough."
OilAndGasSupportJobs	500 member companies providing more than 50,000 Alaskan jobs through responsible oil, gas and mining development.
PoliticalTraining	Critical Race Theory is brainwashing our kids into hating our country. Should it be taught in school?
GreenEnergyCreatesJobs	We’re making changes in our own operations and supporting public policies that can speed change in the entire industry. #bpnetzero. 
OilAndGasSupportJobs	Oil is used to make a whole lot more than just gasoline. That is why even under he most aggressive global climate policy, the International Energy Agency projects global oil demand will still be above 70 million barrels per day in 2030. Check out this video to find out why the world will need a lot of oil for many decades to come.
